CNL_BIN
123.01
123.03
123.05
123.07
123.09
123.11
123.99
124.01
124.03
124.05
124.07
124.09
124.11
124.13
124.99
125.01
125.03
125.05
125.07
125.09
125.11
125.13
126.01
126.03
126.05
126.07
126.09
126.11
126.13
126.99
127.01
127.03
127.05
127.07
127.09
127.11
127.13
127.15
127.99
128.01
128.03
128.05
128.07
128.09
128.11
128.13
128.99
129.01
129.03
129.05
129.07
129.09
129.11
129.13
129.99
130.01
130.03
130.05
130.07
130.09
130.11
130.13
130.15
131.01
131.03
131.05
131.07
131.09
131.11
131.13
131.99
132.01
132.03
132.05
132.07
132.09
132.11
132.13
133.01
133.03
133.05
133.07
133.09
133.11
133.99
134.01
134.03
134.05
134.07
134.09
134.11
135.01
135.03
135.05
135.07
135.09
135.11
136.01
136.03
136.05
136.07
136.09
136.11
136.13
136.99
137.01
137.03
137.05
137.07
137.09
137.11
137.13
138.01
138.03
138.05
138.07
138.09
138.11
138.13
138.15
138.17
138.19
139.01
139.03
139.05
139.07
139.09
139.11
139.13
139.15
139.99
140.01
140.03
140.05
140.07
140.09
140.11
140.13
140.15
140.99
141.01
141.03
141.05
141.07
141.09
141.11
141.13
141.15
142.01
142.03
142.05
142.07
142.09
142.11
142.13
142.15
142.99
143.01
143.03
143.05
143.07
143.09
143.11
143.13
144.01
144.03
144.05
144.07
144.09
144.11
144.13
145.01
145.03
145.05
145.07
145.09
145.11
145.95
146.01
146.03
146.05
146.07
146.09
146.11
146.13
147.01
147.03
147.05
147.07
147.09
147.11
147.13
148.01
148.03
148.05
148.07
148.09
148.11
148.13
149.01
149.03
149.05
149.07
149.09
149.11
149.13
150.01
150.03
150.05
150.07
150.09
150.11
150.13
151.01
151.03
151.05
151.07
151.09
151.11
151.13
151.99
152.01
152.03
152.05
152.07
152.09
152.11
152.13
152.99
153.01
153.03
153.05
153.07
153.09
153.11
153.13
154.01
154.03
154.05
154.07
154.09
154.11
154.13
154.15
154.99
155.01
155.03
155.05
155.07
155.09
155.11
155.13
155.99
156.01
156.03
156.05
156.07
156.09
156.11
156.13
156.15
156.17
156.19
157.01
157.03
157.05
157.07
157.09
157.11
157.13
157.15
158.01
158.03
158.05
158.07
158.09
158.11
158.13
158.15
159.01
159.03
159.05
159.07
159.09
159.11
159.13
160.01
160.03
160.05
160.07
160.09
160.11
160.13
160.97
160.99
161.01
161.03
161.05
161.07
161.09
161.11
161.13
162.01
162.03
162.05
162.07
162.09
162.11
162.13
163.01
163.03
163.05
163.07
163.09
163.11
163.13
164.01
164.03
164.05
164.07
164.09
164.11
164.13
165.01
165.03
165.05
165.07
165.09
165.11
165.13
166.01
166.03
166.05
166.07
166.09
166.11
166.13
166.15
167.01
167.03
167.05
167.07
167.09
167.11
167.13
167.99
168.01
168.03
168.05
168.07
168.09
168.11
168.13
168.15
169.01
169.03
169.05
169.07
169.09
169.11
169.13
169.15
170.01
170.03
170.05
170.07
170.09
170.11
170.13
170.15
171.01
171.03
171.05
171.07
171.09
171.11
171.13
171.15
172.01
172.03
172.05
172.07
172.09
172.11
172.13
172.15
172.99
173.01
173.03
173.05
173.07
173.09
173.11
173.13
173.15
173.99
174.01
174.03
174.05
174.07
174.09
174.11
174.13
174.15
175.01
175.03
175.05
175.07
175.09
175.11
175.13
175.15
176.01
176.03
176.05
176.07
176.09
176.11
176.13
176.15
177.01
177.03
177.05
177.07
177.09
177.11
177.13
178.01
178.03
178.05
178.07
178.09
178.11
178.13
178.15
179.01
179.03
179.05
179.07
179.09
179.11
179.13
180.01
180.03
180.05
180.07
180.09
180.11
180.13
180.15
181.01
181.03
181.05
181.07
181.09
181.11
181.13
181.15
182.01
182.03
182.05
182.07
182.09
182.11
182.13
182.15
183.01
183.03
183.05
183.07
183.09
183.11
183.13
183.15
183.17
184.01
184.03
184.05
184.07
184.09
184.11
184.13
184.15
184.17
184.99
185.01
185.03
185.05
185.07
185.09
185.11
185.13
185.15
185.97
185.99
186.01
186.03
186.05
186.07
186.09
186.11
186.13
186.15
187.01
187.03
187.05
187.07
187.09
187.11
187.13
187.15
187.99
188.01
188.03
188.05
188.07
188.09
188.11
188.13
188.15
188.97
188.99
189.01
189.03
189.05
189.07
189.09
189.11
189.13
189.15
189.99
190.01
190.03
190.05
190.07
190.09
190.11
190.13
190.15
190.99
191.01
191.03
191.05
191.07
191.09
191.11
191.13
191.15
192.01
192.03
192.05
192.07
192.09
192.11
192.13
192.15
193.01
193.03
193.05
193.07
193.09
193.11
193.13
193.15
194.01
194.03
194.05
194.07
194.09
194.11
194.13
194.15
195.01
195.03
195.05
195.07
195.09
195.11
195.13
195.15
196.01
196.03
196.05
196.07
196.09
196.11
196.13
196.15
196.17
197.01
197.03
197.05
197.07
197.09
197.11
197.13
197.15
197.99
198.01
198.03
198.05
198.07
198.09
198.11
198.13
198.15
198.17
198.95
198.97
198.99
199.01
199.03
199.05
199.07
199.09
199.11
199.13
199.15
199.17
199.99
200.01
200.03
200.05
200.07
200.09
200.11
200.13
200.15
200.17
201.01
201.03
201.05
201.07
201.09
201.11
201.13
201.15
202.01
202.03
202.05
202.07
202.09
202.11
202.13
202.15
203.01
203.03
203.05
203.07
203.09
203.11
203.13
203.15
203.99
204.01
204.03
204.05
204.07
204.09
204.11
204.13
204.15
205.01
205.03
205.05
205.07
205.09
205.11
205.13
205.15
206.01
206.03
206.05
206.07
206.09
206.11
206.13
206.15
207.01
207.03
207.05
207.07
207.09
207.11
207.13
207.15
207.17
208.01
208.03
208.05
208.07
208.09
208.11
208.13
208.15
208.17
209.01
209.03
209.05
209.07
209.09
209.11
209.13
209.15
210.01
210.03
210.05
210.07
210.09
210.11
210.13
210.15
210.17
211.01
211.03
211.05
211.07
211.09
211.11
211.13
211.15
211.17
212.01
212.03
212.05
212.07
212.09
212.11
212.13
212.15
212.17
212.99
213.01
213.03
213.05
213.07
213.09
213.11
213.13
213.15
213.17
213.99
214.01
214.03
214.05
214.07
214.09
214.11
214.13
214.15
214.17
215.01
215.03
215.05
215.07
215.09
215.11
215.13
215.15
215.99
216.01
216.03
216.05
216.07
216.09
216.11
216.13
216.15
216.17
216.99
217.01
217.03
217.05
217.07
217.09
217.11
217.13
217.15
217.17
218.01
218.03
218.05
218.07
218.09
218.11
218.13
218.15
218.17
218.99
219.01
219.03
219.05
219.07
219.09
219.11
219.13
219.15
219.17
220.01
220.03
220.05
220.07
220.09
220.11
220.13
220.15
220.17
221.03
221.05
221.07
221.09
221.11
221.13
221.15
222.01
222.03
222.05
222.07
222.09
222.11
222.13
222.15
222.17
223.01
223.03
223.05
223.07
223.09
223.11
223.13
223.15
223.17
224.01
224.03
224.05
224.07
224.09
224.11
224.13
224.15
224.17
224.19
225.01
225.03
225.05
225.07
225.09
225.11
225.13
225.15
225.17
225.99
226.01
226.03
226.05
226.07
226.09
226.11
226.13
226.15
226.17
226.99
227.01
227.03
227.05
227.07
227.09
227.11
227.13
227.15
227.17
227.99
228.01
228.03
228.05
228.07
228.09
228.11
228.13
228.15
228.17
228.99
229.01
229.03
229.05
229.07
229.09
229.11
229.13
229.15
229.17
229.99
230.01
230.03
230.05
230.07
230.09
230.11
230.13
230.15
230.17
230.99
231.01
231.03
231.05
231.07
231.09
231.11
231.13
231.15
231.17
232.01
232.03
232.05
232.07
232.09
232.11
232.13
232.15
232.17
233.01
233.03
233.05
233.07
233.09
233.11
233.13
233.15
233.17
234.01
234.03
234.05
234.07
234.09
234.11
234.13
234.15
234.17
234.19
234.21
234.23
235.01
235.03
235.05
235.07
235.09
235.11
235.13
235.15
235.17
236.01
236.03
236.05
236.07
236.09
236.11
236.13
236.15
236.17
236.19
237.01
237.03
237.05
237.07
237.09
237.11
237.13
237.15
237.17
238.01
238.03
238.05
238.07
238.09
238.11
238.13
238.15
238.17
238.19
239.01
239.03
239.05
239.07
239.09
239.11
239.13
239.15
239.17
239.99
240.01
240.03
240.05
240.07
240.09
240.11
240.13
240.15
240.17
240.19
241.01
241.03
241.05
241.07
241.09
241.11
241.13
241.15
241.17
241.19
242.01
242.03
242.05
242.07
242.09
242.11
242.13
242.15
242.17
242.99
243.01
243.03
243.05
243.07
243.09
243.11
243.13
243.15
243.17
244.01
244.03
244.05
244.07
244.09
244.11
244.13
244.15
244.17
245.01
245.03
245.05
245.07
245.09
245.11
245.13
245.15
245.17
246.01
246.03
246.05
246.07
246.09
246.11
246.13
246.15
246.17
247.03
247.05
247.07
247.09
247.11
247.13
247.15
247.17
248.03
248.05
248.07
248.09
248.11
248.13
248.15
248.17
248.19
249.03
249.05
249.07
249.09
249.11
249.13
249.15
249.17
250.01
250.03
250.05
250.07
250.09
250.11
250.13
250.15
250.17
250.19
251.03
251.05
251.07
251.09
251.11
251.13
251.15
251.17
252.01
252.03
252.05
252.07
252.09
252.11
252.13
252.15
252.17
253.01
253.03
253.05
253.07
253.09
253.11
253.13
253.15
253.17
253.19
254.01
254.03
254.05
254.07
254.09
254.11
254.13
254.15
254.17
254.19
255.01
255.03
255.05
255.07
255.09
255.11
255.13
255.15
255.17
256.01
256.03
256.05
256.07
256.09
256.11
256.13
256.15
256.17
257.01
257.03
257.05
257.07
257.09
257.11
257.13
257.15
257.17
258.01
258.03
258.05
258.07
258.09
258.11
258.13
258.15
258.17
259.01
259.03
259.05
259.07
259.09
259.11
259.13
259.15
259.17
260.03
260.05
260.07
260.09
260.11
260.13
260.15
260.17
260.19
261.03
261.05
261.07
261.09
261.11
261.13
261.15
261.17
262.03
262.05
262.07
262.09
262.11
262.13
262.15
262.17
262.19
263.03
263.05
263.07
263.09
263.11
263.13
263.15
263.17
264.03
264.05
264.07
264.09
264.11
264.13
264.15
264.17
265.03
265.05
265.07
265.09
265.11
265.13
265.15
265.17
265.19
266.03
266.05
266.07
266.09
266.11
266.13
266.15
266.17
267.03
267.05
267.07
267.09
267.11
267.13
267.15
267.17
268.03
268.05
268.07
268.09
268.11
268.13
268.15
268.17
269.01
269.03
269.05
269.07
269.09
269.11
269.13
269.15
269.17
270.01
270.03
270.05
270.07
270.09
270.11
270.13
270.15
270.17
270.19
271.03
271.05
271.07
271.09
271.11
271.13
271.15
271.17
272.03
272.05
272.07
272.09
272.11
272.13
272.15
272.17
273.03
273.05
273.07
273.09
273.11
273.13
273.15
273.17
274.03
274.05
274.07
274.09
274.11
274.13
274.15
274.17
274.19
275.03
275.05
275.07
275.09
275.11
275.13
275.15
275.17
276.03
276.05
276.07
276.09
276.11
276.13
276.15
276.17
276.19
277.05
277.07
277.09
277.11
277.13
277.15
277.17
277.19
278.03
278.05
278.07
278.09
278.11
278.13
278.15
278.17
279.05
279.07
279.09
279.11
279.13
279.15
279.17
280.03
280.05
280.07
280.09
280.11
280.13
280.15
280.17
280.19
281.05
281.07
281.09
281.11
281.13
281.15
281.17
282.03
282.05
282.07
282.09
282.11
282.13
282.15
282.17
283.05
283.07
283.09
283.11
283.13
283.15
283.17
284.03
284.05
284.07
284.09
284.11
284.13
284.15
284.17
285.03
285.05
285.07
285.09
285.11
285.13
285.15
285.17
286.03
286.05
286.07
286.09
286.11
286.13
286.15
286.17
286.19
287.05
287.07
287.09
287.11
287.13
287.15
287.17
288.05
288.07
288.09
288.11
288.13
288.15
288.17
288.19
289.05
289.07
289.09
289.11
289.13
289.15
289.17
289.19
290.05
290.07
290.09
290.11
290.13
290.15
290.17
291.07
291.09
291.11
291.13
291.15
291.17
292.05
292.07
292.09
292.11
292.13
292.15
292.17
292.19
293.05
293.07
293.09
293.11
293.13
293.15
293.17
294.05
294.07
294.09
294.11
294.13
294.15
294.17
295.07
295.09
295.11
295.13
295.15
295.17
296.05
296.07
296.09
296.11
296.13
296.15
296.17
297.05
297.07
297.09
297.11
297.13
297.15
297.17
298.05
298.07
298.09
298.11
298.13
298.15
298.17
298.19
299.07
299.09
299.11
299.13
299.15
299.17
300.05
300.07
300.09
300.11
300.13
300.15
300.17
301.07
301.09
301.11
301.13
301.15
301.17
302.05
302.07
302.09
302.11
302.13
302.15
302.17
303.07
303.09
303.11
303.13
303.15
303.17
304.05
304.07
304.09
304.11
304.13
304.15
304.17
304.19
305.07
305.09
305.11
305.13
305.15
305.17
306.07
306.09
306.11
306.13
306.15
306.17
307.07
307.09
307.11
307.13
307.15
307.17
308.07
308.09
308.11
308.13
308.15
308.17
309.07
309.09
309.11
309.13
309.15
309.17
310.07
310.09
310.11
310.13
310.15
310.17
311.07
311.09
311.11
311.13
311.15
311.17
312.05
312.07
312.09
312.11
312.13
312.15
312.17
313.09
313.11
313.13
313.15
314.05
314.07
314.09
314.11
314.13
314.15
314.17
315.07
315.09
315.11
315.13
315.15
315.17
316.07
316.09
316.11
316.13
316.15
316.17
316.19
317.09
317.11
317.13
317.15
317.17
318.07
318.09
318.11
318.13
318.15
318.17
319.11
319.13
319.15
320.05
320.07
320.09
320.11
320.13
320.15
321.09
321.11
321.13
321.15
321.17
322.07
322.09
322.11
322.13
322.15
322.17
323.09
323.11
323.13
323.15
323.17
324.07
324.09
324.11
324.13
324.15
324.17
325.11
325.13
325.15
326.07
326.09
326.11
326.13
326.15
326.17
327.11
327.13
327.15
327.17
328.07
328.09
328.11
328.13
328.15
329.11
329.13
329.15
330.09
330.11
330.13
330.15
330.17
331.09
331.11
331.15
332.09
332.11
332.13
332.15
332.17
333.11
333.13
333.15
334.09
334.11
334.13
334.15
335.13
335.15
335.17
336.09
336.11
336.13
336.15
337.11
337.13
337.15
338.07
338.09
338.11
338.13
338.15
338.17
339.13
340.09
340.11
340.13
340.15
341.11
341.13
341.15
342.11
342.13
342.15
342.17
343.11
343.13
343.15
344.11
344.13
344.15
345.11
345.13
346.13
347.13
347.15
348.09
348.11
348.13
348.15
349.11
349.13
350.09
350.13
350.15
350.17
352.11
352.13
352.15
353.13
354.09
354.11
354.13
354.17
355.13
355.15
356.11
356.13
356.15
359.13
359.15
360.13
361.15
362.13
369.15
379.15
